"@_fa"	"prism:url"	"dc:identifier"	"eid"	"dc:title"	"dc:creator"	"prism:publicationName"	"prism:issn"	"prism:eIssn"	"prism:pageRange"	"prism:coverDate"	"prism:coverDisplayDate"	"prism:doi"	"citedby-count"	"prism:aggregationType"	"subtype"	"subtypeDescription"	"source-id"	"openaccess"	"openaccessFlag"	"entry_number"	"prism:volume"	"prism:issueIdentifier"	"article-number"	"pubmed-id"	"pii"	"error"
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0031930563"	"SCOPUS_ID:0031930563"	"2-s2.0-0031930563"	"Prevalence of intestinal parasitosis within three population groups in La Plata, Argentina"	"Gamboa M."	"European Journal of Epidemiology"	"03932990"	NA	"55-61"	"1998-02-25"	"1998"	"10.1023/A:1007479815249"	"56"	"Journal"	"ar"	"Article"	"13213"	"0"	"FALSE"	"58"	"14"	"1"	NA	"9517874"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0027705898"	"SCOPUS_ID:0027705898"	"2-s2.0-0027705898"	"ILEC, the lakes and environmental education"	"Martinez-Bauer S."	"Memorie - Istituto Italiano di Idrobiologia"	NA	NA	"39-54"	"1993-01-01"	"1993"	NA	"0"	"Journal"	"ar"	"Article"	"31287"	"0"	"FALSE"	"59"	"52"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/0030480497"	"SCOPUS_ID:0030480497"	"2-s2.0-0030480497"	"Lead in a residential environment in Jamaica"	"Anglin-Brown B."	"Environmental Geochemistry and Health"	"02694042"	NA	"129-133"	"1996-01-01"	"1996"	"10.1007/BF01771289"	"5"	"Journal"	"ar"	"Article"	"20992"	"0"	"FALSE"	"60"	"18"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85062654935"	"SCOPUS_ID:85062654935"	"2-s2.0-85062654935"	"Gender and water governance in Mexico"	"Silva Rodríguez de San Miguel J."	"Management of Environmental Quality: An International Journal"	"14777835"	NA	"695-713"	"2019-06-10"	"10 June 2019"	"10.1108/MEQ-09-2018-0166"	"0"	"Journal"	"re"	"Review"	"130162"	"0"	"FALSE"	"61"	"30"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85059565425"	"SCOPUS_ID:85059565425"	"2-s2.0-85059565425"	"Management and restoration of dune lakes in Veracruz, Gulf of Mexico"	"Peralta-Peláez L."	"Journal of Coastal Conservation"	"14000350"	"18747841"	"445-460"	"2019-04-15"	"15 April 2019"	"10.1007/s11852-018-0674-1"	"0"	"Journal"	"ar"	"Article"	"27372"	"0"	"FALSE"	"62"	"23"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85044277031"	"SCOPUS_ID:85044277031"	"2-s2.0-85044277031"	"Smart Residential Load Simulator for Energy Management in Smart Grids"	"López J."	"IEEE Transactions on Industrial Electronics"	"02780046"	NA	"1443-1452"	"2019-02-01"	"February 2019"	"10.1109/TIE.2018.2818666"	"10"	"Journal"	"ar"	"Article"	"26053"	"0"	"FALSE"	"63"	"66"	"2"	"8322286"	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85050790131"	"SCOPUS_ID:85050790131"	"2-s2.0-85050790131"	"Modelling farmer choices for water security measures in the Litani river basin in Lebanon"	"Alcon F."	"Science of the Total Environment"	"00489697"	"18791026"	"37-46"	"2019-01-10"	"10 January 2019"	"10.1016/j.scitotenv.2018.07.410"	"1"	"Journal"	"ar"	"Article"	"25349"	"0"	"FALSE"	"64"	"647"	NA	NA	"30077853"	"S0048969718329073"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85055476826"	"SCOPUS_ID:85055476826"	"2-s2.0-85055476826"	"Effects of climate change on the environmental flows in the Conchos River (Chihuahua, Mexico)"	"González-Villela R."	"Ecohydrology and Hydrobiology"	"16423593"	"20803397"	"431-440"	"2018-12-01"	"December 2018"	"10.1016/j.ecohyd.2018.10.004"	"0"	"Journal"	"ar"	"Article"	"29091"	"0"	"FALSE"	"65"	"18"	"4"	NA	NA	"S1642359317302288"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85047453499"	"SCOPUS_ID:85047453499"	"2-s2.0-85047453499"	"Food Engineering in Ibero-America: the Contribution of the CYTED Program (1986–2005)"	"Aguilera J."	"Food Engineering Reviews"	"18667910"	"18667929"	"187-197"	"2018-12-01"	"1 December 2018"	"10.1007/s12393-018-9179-9"	"0"	"Journal"	"re"	"Review"	"19600166327"	"0"	"FALSE"	"66"	"10"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85061059852"	"SCOPUS_ID:85061059852"	"2-s2.0-85061059852"	"Vulnerability and risk in Valle de Chalco solidaridad, Estado de Mexico, Mexico. Case study: El Triunfo, Avandaro and San Isidro"	"Ponce-Pacheco A."	"Investigaciones Geograficas"	"01884611"	"24487279"	NA	"2018-12-01"	"December 2018"	"10.14350/rig.59675"	"0"	"Journal"	"ar"	"Article"	"13236"	"1"	"TRUE"	"67"	NA	"97"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85054935566"	"SCOPUS_ID:85054935566"	"2-s2.0-85054935566"	"Improved water-management practices and their impact on food security and poverty: empirical evidence from rural Pakistan"	"Ali A."	"Water Policy"	"13667017"	NA	"692-711"	"2018-08-01"	"August 2018"	"10.2166/wp.2018.044"	"0"	"Journal"	"ar"	"Article"	"18783"	"0"	"FALSE"	"68"	"20"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85056604001"	"SCOPUS_ID:85056604001"	"2-s2.0-85056604001"	"Parasite infections in farmed Nile Tilapia Oreochromis niloticus in Sinaloa, Mexico"	"Morales-Serna F."	"Comparative Parasitology"	"15252647"	NA	"212-216"	"2018-07-01"	"1 July 2018"	"10.1654/1525-2647-85.2.212"	"2"	"Journal"	"ar"	"Article"	"21384"	"0"	"FALSE"	"69"	"85"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85040336611"	"SCOPUS_ID:85040336611"	"2-s2.0-85040336611"	"Drivers for efficient water use in agriculture: An empirical analysis of family farms in Almería, Spain"	"Piedra-Muñoz L."	"Experimental Agriculture"	"00144797"	"14694441"	"31-44"	"2018-02-01"	"1 February 2018"	"10.1017/S0014479716000661"	"4"	"Journal"	"ar"	"Article"	"67249"	"0"	"FALSE"	"70"	"54"	"1"	NA	NA	"S0014479716000661"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85041509706"	"SCOPUS_ID:85041509706"	"2-s2.0-85041509706"	"Modelling a hydrologic Black-Box"	"Stella J."	"Tecnologia y Ciencias del Agua"	"01878336"	"20072422"	"101-112"	"2018-01-01"	"2018"	"10.24850/j-tyca-2018-01-07"	"0"	"Journal"	"ar"	"Article"	"20500195022"	"1"	"TRUE"	"71"	"9"	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85044313009"	"SCOPUS_ID:85044313009"	"2-s2.0-85044313009"	"Views on sustainability and the willingness to adopt an environmental management system in the Mexican vegetable sector"	"Padilla-Bernal L."	"International Food and Agribusiness Management Review"	NA	"15592448"	"423-436"	"2018-01-01"	"2018"	"10.22434/IFAMR2017.0015"	"1"	"Journal"	"re"	"Review"	"91636"	"1"	"TRUE"	"72"	"21"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85049904629"	"SCOPUS_ID:85049904629"	"2-s2.0-85049904629"	"Effects of climate change on water availability for the Usumacinta River Environmetal Flow (Mexico)"	"González Villela R."	"International Journal of Sustainable Development and Planning"	"17437601"	"1743761X"	"469-481"	"2018-01-01"	"2018"	"10.2495/SDP-V13-N3-469-481"	"1"	"Journal"	"ar"	"Article"	"5200153101"	"1"	"TRUE"	"73"	"13"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85026477737"	"SCOPUS_ID:85026477737"	"2-s2.0-85026477737"	"The Neotropical otter Lontra longicaudis: a comprehensive update on the current knowledge and conservation status of this semiaquatic carnivore"	"Rheingantz M."	"Mammal Review"	"03051838"	"13652907"	"291-305"	"2017-10-01"	"October 2017"	"10.1111/mam.12098"	"5"	"Journal"	"re"	"Review"	"22652"	"0"	"FALSE"	"74"	"47"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85024099352"	"SCOPUS_ID:85024099352"	"2-s2.0-85024099352"	"The Biological Flora of Coastal Dunes and Wetlands: Halodule wrightii Ascherson"	"Rivera-Guzmán N."	"Journal of Coastal Research"	"07490208"	"15515036"	"938-948"	"2017-07-01"	"July 2017"	"10.2112/JCOASTRES-D-14-00162.1"	"0"	"Journal"	"re"	"Review"	"27374"	"0"	"FALSE"	"75"	"33"	"4"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85011031983"	"SCOPUS_ID:85011031983"	"2-s2.0-85011031983"	"Conservation relevance of bat caves for biodiversity and ecosystem services"	"Medellin R."	"Biological Conservation"	"00063207"	NA	"45-50"	"2017-07-01"	"July 2017"	"10.1016/j.biocon.2017.01.012"	"17"	"Journal"	"ar"	"Article"	NA	"0"	"FALSE"	"76"	"211"	NA	NA	NA	"S0006320717301088"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85021400087"	"SCOPUS_ID:85021400087"	"2-s2.0-85021400087"	"A Retrospective Analysis of Water Quality in an Open Bay on the Mexican Pacific"	"De La Lanza-Espino G."	"Journal of Coastal Research"	"07490208"	"15515036"	"39-50"	"2017-03-01"	"Spring 2017"	"10.2112/SI77-005.1"	"2"	"Journal"	"ar"	"Article"	"27374"	"0"	"FALSE"	"77"	"2017-Spring"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85021450602"	"SCOPUS_ID:85021450602"	"2-s2.0-85021450602"	"Impact of Inlet Management on the Resilience of a Coastal Lagoon: La Mancha, Veracruz, Mexico"	"Chávez V."	"Journal of Coastal Research"	"07490208"	"15515036"	"51-61"	"2017-03-01"	"Spring 2017"	"10.2112/SI77-006.1"	"4"	"Journal"	"ar"	"Article"	"27374"	"0"	"FALSE"	"78"	"2017-Spring"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85011798187"	"SCOPUS_ID:85011798187"	"2-s2.0-85011798187"	"An intensive tree-ring experience: Connecting education and research during the 25th European Dendroecological Fieldweek (Asturias, Spain)"	"Sánchez-Salguero R."	"Dendrochronologia"	"11257865"	"16120051"	"80-93"	"2017-03-01"	"1 March 2017"	"10.1016/j.dendro.2016.12.005"	"1"	"Journal"	"ar"	"Article"	"17950"	"0"	"FALSE"	"79"	"42"	NA	NA	NA	"S1125786516301370"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85021223537"	"SCOPUS_ID:85021223537"	"2-s2.0-85021223537"	"Recreational fitness analysis for environmental management of the beach El Cochorit, Sonora, Mexico"	"García-Morales G."	"Revista Internacional de Contaminacion Ambiental"	"01884999"	NA	"35-44"	"2017-01-01"	"2017"	"10.20937/RICA.2017.33.esp02.03"	"0"	"Journal"	"ar"	"Article"	"25279"	"1"	"TRUE"	"80"	"33"	"Special Issue 1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85032620565"	"SCOPUS_ID:85032620565"	"2-s2.0-85032620565"	"Communication and narrative in the construction of a transdisciplinar knowledge base"	"Lopez Caloca F."	"WMSCI 2017 - 21st World Multi-Conference on Systemics, Cybernetics and Informatics, Proceedings"	NA	NA	"363-367"	"2017-01-01"	"2017"	NA	"0"	"Conference Proceeding"	"cp"	"Conference Paper"	"21100804422"	"0"	"FALSE"	"81"	"2"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85028256470"	"SCOPUS_ID:85028256470"	"2-s2.0-85028256470"	"Do agents' characteristics affect their valuation of ‘common pool’ resources? A full-preference ranking analysis for the value of sustainable river basin management"	"González Dávila O."	"Science of the Total Environment"	"00489697"	"18791026"	"1462-1469"	"2017-01-01"	"1 January 2017"	"10.1016/j.scitotenv.2016.10.014"	"2"	"Journal"	"ar"	"Article"	"25349"	"0"	"FALSE"	"82"	"575"	NA	NA	NA	"S0048969716321805"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85032349306"	"SCOPUS_ID:85032349306"	"2-s2.0-85032349306"	"Transdisciplinar meta-design for geomatics applications"	"Paras Fernandez M."	"WMSCI 2017 - 21st World Multi-Conference on Systemics, Cybernetics and Informatics, Proceedings"	NA	NA	"48-53"	"2017-01-01"	"2017"	NA	"1"	"Conference Proceeding"	"cp"	"Conference Paper"	"21100804422"	"0"	"FALSE"	"83"	"1"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/85000948474"	"SCOPUS_ID:85000948474"	"2-s2.0-85000948474"	"Water and modernization styles: Measuring territorial knowledge based on water management policies in Santiago de Querétaro (Mexico)"	"Mesa A."	"Water Policy"	"13667017"	NA	"1473-1489"	"2016-12-01"	"December 2016"	"10.2166/wp.2016.013"	"0"	"Journal"	"ar"	"Article"	"18783"	"0"	"FALSE"	"84"	"18"	"6"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84984797730"	"SCOPUS_ID:84984797730"	"2-s2.0-84984797730"	"Status of the California red-legged frog (Rana draytonii) in the state of Baja California, MÉxico"	"Peralta-García A."	"Herpetological Conservation and Biology"	"21510733"	"19317603"	"168-180"	"2016-04-01"	"April 2016"	NA	"1"	"Journal"	"ar"	"Article"	"12100156709"	"0"	"FALSE"	"85"	"11"	"1"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84987754213"	"SCOPUS_ID:84987754213"	"2-s2.0-84987754213"	"An artificial reef improves coastal protection and provides a base for coral recovery"	"Silva R."	"Journal of Coastal Research"	"07490208"	"15515036"	"467-471"	"2016-03-01"	"1 March 2016"	"10.2112/SI75-094.1"	"11"	"Journal"	"cp"	"Conference Paper"	"27374"	"0"	"FALSE"	"86"	"1"	"75"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84959312137"	"SCOPUS_ID:84959312137"	"2-s2.0-84959312137"	"\"I like to conserve the forest, but I also like the cash\": Socioeconomic factors influencing the motivation to be engaged in the Mexican Payment for Environmental Services Programme"	"Figueroa F."	"Journal of Forest Economics"	"11046899"	"16181530"	"36-51"	"2016-01-01"	"January 01, 2016"	"10.1016/j.jfe.2015.11.002"	"10"	"Journal"	"ar"	"Article"	"22869"	"0"	"FALSE"	"87"	"22"	NA	NA	NA	"S110468991500063X"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84955412137"	"SCOPUS_ID:84955412137"	"2-s2.0-84955412137"	"Water resources management and sustainability in Mexico"	"Val-Segura R."	"Sustainability of Integrated Water Resources Management: Water Governance, Climate and Ecohydrology"	NA	NA	"87-100"	"2015-09-04"	"September 04, 2015"	"10.1007/978-3-319-12194-9_6"	"2"	"Book"	"ch"	"Chapter"	"21100439481"	"0"	"FALSE"	"88"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84937201762"	"SCOPUS_ID:84937201762"	"2-s2.0-84937201762"	"International Society of Nephrology's 0by25 initiative for acute kidney injury (zero preventable deaths by 2025): A human rights case for nephrology"	"Mehta R."	"The Lancet"	"01406736"	"1474547X"	"2616-2643"	"2015-06-27"	"27 June 2015"	"10.1016/S0140-6736(15)60126-X"	"275"	"Journal"	"re"	"Review"	"16590"	"0"	"FALSE"	"89"	"385"	"9987"	NA	"25777661"	"S014067361560126X"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84948951608"	"SCOPUS_ID:84948951608"	"2-s2.0-84948951608"	"Drinking Water and Sanitation in Central America: Challenges, Perspectives, and Alternative Water Treatment"	"Ramírez-Sánchez I."	"ACS Symposium Series"	"00976156"	"19475918"	"53-70"	"2015-01-01"	"2015"	"10.1021/bk-2015-1206.ch004"	"0"	"Book Series"	"cp"	"Conference Paper"	"22180"	"0"	"FALSE"	"90"	"1206"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84932601522"	"SCOPUS_ID:84932601522"	"2-s2.0-84932601522"	"Stakeholder attitudes toward reforestation and management of bottomland hardwood forests in the mississippi delta"	"Gordon J."	"Journal of Forestry"	"00221201"	NA	"308-314"	"2015-01-01"	"2015"	"10.5849/jof.14-030"	"1"	"Journal"	"ar"	"Article"	"22875"	"0"	"FALSE"	"91"	"113"	"3"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84941995163"	"SCOPUS_ID:84941995163"	"2-s2.0-84941995163"	"Qualitative research of universidad de las Américas Puebla's food engineering course learning outcomes"	"Altamirano E."	"ASEE Annual Conference and Exposition, Conference Proceedings"	NA	"21535965"	NA	"2015-01-01"	"2015"	NA	"0"	"Conference Proceeding"	"cp"	"Conference Paper"	"21100797240"	"0"	"FALSE"	"92"	"122nd ASEE Annual Conference and Exposition: Making Value for Society"	"122nd ASEE Annual Conference and Exposition: Making Value for Society"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84886868060"	"SCOPUS_ID:84886868060"	"2-s2.0-84886868060"	"Impact of a school-based intervention program on obesity risk factors in Mexican children"	"Safdie M."	"Salud Publica de Mexico"	"00363634"	"16067916"	NA	"2013-11-07"	"2013"	NA	"16"	"Journal"	"ar"	"Article"	"19317"	"0"	"FALSE"	"93"	"55"	"SUPPL.3"	NA	"24643486"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84886807440"	"SCOPUS_ID:84886807440"	"2-s2.0-84886807440"	"Promoting healthful diet and physical activity in the mexican school system for the prevention of obesity in children"	"Safdie M."	"Salud Publica de Mexico"	"00363634"	"16067916"	NA	"2013-11-07"	"2013"	NA	"13"	"Journal"	"ar"	"Article"	"19317"	"0"	"FALSE"	"94"	"55"	"SUPPL.3"	NA	"24643485"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84884312906"	"SCOPUS_ID:84884312906"	"2-s2.0-84884312906"	"Direct and indirect assessment of Universidad de las Américas Puebla's Food Engineering program outcomes"	"Altamirano E."	"ASEE Annual Conference and Exposition, Conference Proceedings"	NA	NA	NA	"2013-09-24"	"2013"	NA	"1"	"Conference Proceeding"	"cp"	"Conference Paper"	"144728"	"0"	"FALSE"	"95"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84882984720"	"SCOPUS_ID:84882984720"	"2-s2.0-84882984720"	"Cleaning Products, Environmental Awareness and Risk Perception in Mérida, Mexico"	"Martínez-Peña R."	"PLoS ONE"	NA	"19326203"	NA	"2013-08-23"	"23 August 2013"	"10.1371/journal.pone.0074352"	"7"	"Journal"	"ar"	"Article"	"10600153309"	"1"	"TRUE"	"96"	"8"	"8"	"e74352"	"24009770"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84879958755"	"SCOPUS_ID:84879958755"	"2-s2.0-84879958755"	"Organizational learning for resilient cities, through realizing eco-cultural innovations"	"Dieleman H."	"Journal of Cleaner Production"	"09596526"	NA	"171-180"	"2013-07-01"	"1 July 2013"	"10.1016/j.jclepro.2012.11.027"	"31"	"Journal"	"ar"	"Article"	"19167"	"0"	"FALSE"	"97"	"50"	NA	NA	NA	"S0959652612006208"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84877006477"	"SCOPUS_ID:84877006477"	"2-s2.0-84877006477"	"Water Demand Management in Singapore: Involving the Public"	"Tortajada C."	"Water Resources Management"	"09204741"	NA	"2729-2746"	"2013-03-04"	"2013"	"10.1007/s11269-013-0312-5"	"22"	"Journal"	"ar"	"Article"	"18853"	"0"	"FALSE"	"98"	"27"	"8"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84879501737"	"SCOPUS_ID:84879501737"	"2-s2.0-84879501737"	"Using four capitals to assess watershed sustainability"	"Pérez-Maqueo O."	"Environmental Management"	"0364152X"	"14321009"	"679-693"	"2013-03-01"	"March 2013"	"10.1007/s00267-012-9972-9"	"2"	"Journal"	"ar"	"Article"	"21478"	"0"	"FALSE"	"99"	"51"	"3"	NA	"23129241"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84879795709"	"SCOPUS_ID:84879795709"	"2-s2.0-84879795709"	"Optimizing water use in the University of Sonora, Mexico"	"Velazquez L."	"Journal of Cleaner Production"	"09596526"	NA	"83-88"	"2013-01-01"	"May 2013"	"10.1016/j.jclepro.2012.09.005"	"10"	"Journal"	"ar"	"Article"	"19167"	"0"	"FALSE"	"100"	"46"	NA	NA	NA	"S0959652612004702"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84878201551"	"SCOPUS_ID:84878201551"	"2-s2.0-84878201551"	"Environmental sustainability agenda: Metropolitan Area of Mexicali, Baja California, Mexico"	"Rojas-Caldelas R."	"WIT Transactions on Ecology and the Environment"	"17433541"	NA	"267-277"	"2013-01-01"	"2013"	"10.2495/SDP130221"	"0"	"Journal"	"ar"	"Article"	"5700191202"	"1"	"TRUE"	"101"	"173"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84870236203"	"SCOPUS_ID:84870236203"	"2-s2.0-84870236203"	"Impact of conservation agriculture on catchment runoff and soil loss under changing climate conditions in May Zeg-zeg (Ethiopia)"	"Lanckriet S."	"Journal of Hydrology"	"00221694"	NA	"336-349"	"2012-12-19"	"19 December 2012"	"10.1016/j.jhydrol.2012.10.011"	"20"	"Journal"	"ar"	"Article"	"50089"	"0"	"FALSE"	"102"	"475"	NA	NA	NA	"S0022169412008852"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84870226793"	"SCOPUS_ID:84870226793"	"2-s2.0-84870226793"	"Longshore sediment transport on the Northern Coast of the Yucatan Peninsula"	"Appendini C."	"Journal of Coastal Research"	"07490208"	"15515036"	"1404-1417"	"2012-11-01"	"November 2012"	"10.2112/JCOASTRES-D-11-00162.1"	"23"	"Journal"	"ar"	"Article"	"27374"	"0"	"FALSE"	"103"	"28"	"6"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84863908300"	"SCOPUS_ID:84863908300"	"2-s2.0-84863908300"	"Estimation of the density of the Near Threatened jaguar Panthera onca in Sonora, Mexico, using camera trapping and an open population model"	"Gutiérrez-González C."	"ORYX"	"00306053"	"13653008"	"431-437"	"2012-07-01"	"July 2012"	"10.1017/S003060531100041X"	"17"	"Journal"	"ar"	"Article"	"23287"	"1"	"TRUE"	"104"	"46"	"3"	NA	NA	"S003060531100041X"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84865092968"	"SCOPUS_ID:84865092968"	"2-s2.0-84865092968"	"Variables influence of predisposing, enabling and requirements on the use of health services Mexican adolescents' oral semi-half"	"Pontigo-Loyola A."	"Gaceta Medica de Mexico"	"00163813"	NA	"218-226"	"2012-05-01"	"May 2012"	NA	"9"	"Journal"	"ar"	"Article"	"28023"	"0"	"FALSE"	"105"	"148"	"3"	NA	"22820354"	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84925736970"	"SCOPUS_ID:84925736970"	"2-s2.0-84925736970"	"Rethinking water management: Innovative approaches to contemporary issues"	"Figuères C."	"Rethinking Water Management Innovative Approaches to Contemporary Issues"	NA	NA	"1-242"	"2012-01-01"	"1 January 2012"	"10.4324/9781849772402"	"2"	"Book"	"bk"	"Book"	"21100382340"	"0"	"FALSE"	"106"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84866709446"	"SCOPUS_ID:84866709446"	"2-s2.0-84866709446"	"Designing actions for bird conservation at the \"Yuriria\" Lagoon, Its associated floodplain and terrestrial habitats in Michoacán, Mexico"	"Chapa-Vargas L."	"Floodplains: Physical Geography, Ecology and Societal Interactions"	NA	NA	"29-54"	"2011-12-01"	"2011"	NA	"2"	"Book"	"ch"	"Chapter"	"21100284102"	"0"	"FALSE"	"107"	NA	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/80755142891"	"SCOPUS_ID:80755142891"	"2-s2.0-80755142891"	"Three-Dimensional Modeling of a Wave-Driven Seawater Pump Inflow to the Port of Ensenada, Mexico"	"Coronado C."	"Journal of Coastal Research"	"07490208"	"15515036"	"172-183"	"2011-11-01"	"November 2011"	"10.2112/JCOASTRES-D-11-00015.1"	"0"	"Journal"	"ar"	"Article"	"27374"	"0"	"FALSE"	"108"	"27"	"6 A"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84896536865"	"SCOPUS_ID:84896536865"	"2-s2.0-84896536865"	"Irrigated agriculture assisted by satellite images"	"Palacios-Vélez E."	"Tecnologia y Ciencias del Agua"	NA	"20072422"	"69-81"	"2011-01-01"	"April- June 2011"	NA	"3"	"Journal"	"ar"	"Article"	"20500195022"	"0"	"FALSE"	"109"	"2"	"2"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84865746919"	"SCOPUS_ID:84865746919"	"2-s2.0-84865746919"	"Cultural resources and sustainability: Improving city planning and urban preservation in a Mexican city"	"Acosta A."	"WIT Transactions on Ecology and the Environment"	"17433541"	NA	"893-904"	"2011-01-01"	"2011"	"10.2495/SC120752"	"0"	"Journal"	"ar"	"Article"	"5700191202"	"1"	"TRUE"	"110"	"155"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/78651085689"	"SCOPUS_ID:78651085689"	"2-s2.0-78651085689"	"Encounters with venomous sea-life"	"Fernandez I."	"Journal of Emergency Medicine"	"07364679"	NA	"103-112"	"2011-01-01"	"January 2011"	"10.1016/j.jemermed.2009.10.019"	"8"	"Journal"	"ar"	"Article"	"12214"	"0"	"FALSE"	"111"	"40"	"1"	NA	NA	"S0736467909008981"	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/70350366776"	"SCOPUS_ID:70350366776"	"2-s2.0-70350366776"	"Educar con ética y valores ambientales para conservar la naturaleza"	"Cuéllar A."	"Convergencia"	"14051435"	NA	"353-382"	"2009-05-01"	"May 2009"	NA	"1"	"Journal"	"ar"	"Article"	"5600152954"	"0"	"FALSE"	"112"	"16"	"50"	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/84875771758"	"SCOPUS_ID:84875771758"	"2-s2.0-84875771758"	"Towards a sustainable scheme of reclaimed wastewater reuse in Chihuahua, Mexico"	"Espino M."	"WIT Transactions on Ecology and the Environment"	"17433541"	NA	"483-489"	"2009-01-01"	"2009"	"10.2495/ECO090441"	"0"	"Journal"	"ar"	"Article"	"5700191202"	"1"	"TRUE"	"113"	"122"	NA	NA	NA	NA	NA
"true"	"https://api.elsevier.com/content/abstract/scopus_id/57049108682"	"SCOPUS_ID:57049108682"	"2-s2.0-57049108682"	"Technical aid for hydraulics research in developing nations"	"Aparicio J."	"Environmental Fluid Mechanics"	"15677419"	NA	"461-469"	"2008-06-20"	"2008"	"10.1007/s10652-008-9075-6"	"0"	"Journal"	"cp"	"Conference Paper"	"22587"	"0"	"FALSE"	"114"	"8"	"5-6"	NA	NA	NA	NA
